chromosome	start	end	RE	TSS_RE	Activity_H3K27ac	H3K4me1_rank	H3K4me3_rank	H3K27ac_rank	CTCF_rank	H3K4me1_auc	H3K4me3_auc	H3K27ac_auc	CTCF_auc
chr1	10830835	10831469	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	153391.16664123535	0.0	0.0	0.0
chr1	183281015	183282041	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	869881.4912834167
chr1	211603113	211603874	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	165337.76984024048	0.0	0.0	0.0
chr1	36374469	36375149	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	92409.42575073242	0.0	115576.68075752258	0.0
chr1	14522278	14523263	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	54333.603046417236	0.0	269897.5553665161	0.0
chr1	214331658	214332610	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	655391.2156066895
chr1	26284653	26285212	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	223491.5016937256
chr1	150477456	150478181	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	176277.00717163086	0.0	547376.1107292175	0.0
chr1	17370380	17371142	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	141766.96988677979	0.0	0.0	361876.1519622803
chr1	17581919	17582785	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	157098.06657409668	0.0	0.0	0.0
chr1	39132881	39133615	Enhancer/CTCF	CTCF	Active	3.0	4.0	1.0	2.0	100649.13600921631	0.0	351844.8381347656	280601.12932014465
chr1	67760062	67760874	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	245805.44761276245	315308.63621139526
chr1	156659596	156660719	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1644033.0558013916
chr1	15796613	15797186	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	156634.6642150879	0.0	474942.0243873596	0.0
chr1	157969639	157970530	Enhancer/CTCF	CTCF	Inactive	2.0	4.0	3.0	1.0	181514.99548339844	0.0	106719.75584793091	416553.021818161
chr1	177255926	177256792	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	327573.91760635376
chr1	32988603	32989675	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	235485.91006469727	0.0	672611.627494812	0.0
chr1	43858171	43858890	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	169286.3027267456	0.0	0.0	0.0
chr1	31563796	31564770	Enhancer/CTCF	CTCF	Inactive	2.0	4.0	3.0	1.0	146380.42531204224	0.0	75107.20295715332	470053.9240036011
chr1	225922107	225922930	Enhancer/Promoter	Enhancer	Inactive	1.0	2.0	3.0	4.0	201922.71641540527	55714.74209976196	0.0	0.0
chr1	234811787	234812327	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	138986.8381881714	0.0	0.0	0.0
chr1	23188543	23189354	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	155002.84775924683	0.0	507502.22204971313	0.0
chr1	16187589	16188701	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	332600.3606338501	796938.6331100464
chr1	26733890	26734431	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	131774.59564971924	0.0	0.0	0.0
chr1	153032827	153033678	Enhancer/CTCF	Promoter	Active	3.0	4.0	1.0	2.0	192353.42288208008	0.0	307110.9907913208	257388.22039031982
chr1	16947322	16948798	Enhancer/CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	182663.2392425537	0.0	215553.58474731445	444874.6125488281
chr1	26284730	26286327	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1027606.8666877747
chr1	35564227	35565398	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	583867.5167770386
chr1	150563581	150564511	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	161328.64199829102	0.0	499021.7699241638	0.0
chr1	143944718	143945716	Enhancer/CTCF	CTCF	Inactive	1.0	3.0	4.0	2.0	175410.7448577881	0.0	0.0	111583.56466293335
chr1	159869160	159869713	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	137757.91858673096	0.0	0.0	0.0
chr1	40886501	40887425	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	189392.0007133484	0.0	0.0	0.0
chr1	93692786	93693814	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	122074.34059906006	0.0	1806242.5717773438	0.0
chr1	36134663	36135374	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	61978.968521118164	0.0	173735.55943202972	0.0
chr1	36373370	36374184	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	124320.56622314453	0.0	245611.07133865356	0.0
chr1	42165590	42166382	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	159354.46028137207	0.0	0.0	0.0
chr1	41678513	41678991	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	140477.64349365234	0.0	0.0	0.0
chr1	93754210	93754917	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	144607.59992980957	0.0	144479.9218559265	0.0
chr1	63662038	63663332	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	215883.93295288086	0.0	2148197.6421203613	0.0
chr1	31573750	31574660	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	92832.49470901489	0.0	310901.60678482056	0.0
chr1	207808220	207808746	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	129336.92890930176	0.0	62787.79985809326	0.0
chr1	8211838	8212615	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	161953.23880767822	0.0	445030.3158569336	0.0
chr1	230104589	230105426	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	176780.64603424072	0.0	0.0	0.0
chr1	205983795	205984681	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	210001.30281066895	0.0	0.0	599234.5679893494
chr1	85328886	85329445	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	147669.76374816895	0.0	237908.39849853516	0.0
chr1	39142516	39143157	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	71769.90678024292	0.0	239900.88304138184	0.0
chr1	183281397	183282181	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	639841.7314376831
chr1	20495965	20496855	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	90394.87237548828	0.0	471042.11975097656	0.0
chr1	43861242	43861818	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	129014.62999343872	0.0	147274.29877853394	0.0
chr1	168709734	168710513	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	147448.15475463867	0.0	0.0	0.0
chr1	31390010	31390570	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	143358.56831359863	0.0	0.0	0.0
chr1	160124610	160125306	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	140437.354221344	0.0	0.0	0.0
chr1	27141551	27142050	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	131714.15687561035	0.0	41453.52512550354	0.0
chr1	209839785	209840382	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	153189.7216873169	0.0	415896.2370605469	0.0
chr1	116906734	116907689	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	130424.79832839966	0.0	751898.3046264648	0.0
chr1	161083194	161083898	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	165317.61071014404	0.0	355659.7977104187	0.0
chr1	58922214	58922864	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	131351.562210083	0.0	155292.86323165894	0.0
chr1	85606896	85607806	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	163222.47564697266	0.0	207875.16669082642	0.0
chr1	234309306	234310520	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	692166.7726593018
chr1	31422376	31423158	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	390115.1944961548	728253.0283050537
chr1	211705307	211705999	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	144244.99503326416	0.0	129025.96640014648	0.0
chr1	40948598	40949570	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	594085.1934814453
chr1	44327555	44328541	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	88763.03453826904	0.0	259752.88801383972	0.0
chr1	16925530	16926013	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	169346.7665863037	0.0	0.0	0.0
chr1	43710970	43711430	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	129760.00431060791	0.0	127956.8137626648	0.0
chr1	25556630	25557158	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	142431.80807876587	0.0	0.0	0.0
chr1	39140894	39141563	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	119566.15062713623	0.0	0.0	0.0
chr1	153616999	153617480	Enhancer/CTCF	CTCF	Active	2.0	4.0	1.0	3.0	143721.12014007568	0.0	338990.884765625	2635.5126571655273
chr1	38027887	38028455	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	162819.4716644287	0.0	332041.4112854004	0.0
chr1	201709206	201710299	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	815954.827785492
chr1	203039098	203040737	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	977045.4826889038
chr1	158123948	158124615	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	137012.55181121826	0.0	0.0	0.0
chr1	41665200	41665774	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	135259.8800125122	0.0	0.0	0.0
chr1	201346332	201347191	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	179480.20349884033	0.0	0.0	526737.7879524231
chr1	182289923	182290678	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	143116.7329673767	0.0	0.0	0.0
chr1	26857065	26857553	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	61696.950649261475	0.0	0.0	0.0
chr1	180571866	180572659	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	155687.81198120117	0.0	154806.84125328064	0.0
chr1	157969511	157970323	Enhancer/CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	180628.55960845947	0.0	187537.1651802063	422270.05700683594
chr1	27000619	27001107	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	137395.2765197754	0.0	37833.05160522461	0.0
chr1	6301443	6302023	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	36041.100158691406	0.0	132524.97467803955	0.0
chr1	38123321	38124069	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	94988.09771728516	0.0	0.0	0.0
chr1	173190474	173191045	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	131935.7614212036	0.0	0.0	0.0
chr1	208238790	208239660	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	619953.7466678619
chr1	14742101	14742897	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	144325.54266357422	0.0	372474.3637390137	0.0
chr1	94653989	94654453	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	132560.28382110596	0.0	0.0	0.0
chr1	220369929	220370808	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	142391.61488342285	0.0	273748.95917892456	0.0
chr1	26470240	26471195	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	493002.99367141724
chr1	65425556	65426112	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	13759.68270111084	0.0	166494.5501022339	0.0
chr1	228162259	228163475	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	174987.63660812378	0.0	503322.87341308594	0.0
chr1	182143960	182144712	Enhancer/CTCF	Promoter	Active	2.0	4.0	1.0	3.0	139833.02295684814	0.0	199322.05335998535	13137.016578674316
chr1	20211427	20212038	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	130344.28603363037	0.0	0.0	0.0
chr1	31637812	31638473	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	143660.72176361084	0.0	0.0	0.0
chr1	52665437	52666146	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	138442.92432403564	0.0	211957.40525054932	0.0
chr1	209809430	209810034	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	77380.56595611572	0.0	811770.3981628418	0.0
chr1	94325201	94326290	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	33583.30690765381	0.0	195519.30203914642	0.0
chr1	235919624	235920554	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	84633.14240837097	0.0	777241.4736633301	0.0
chr1	46182958	46184022	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	72505.268075943	0.0	400879.6566619873	0.0
chr1	58618128	58618825	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	41984.16787338257	0.0	410501.8681335449	0.0
chr1	151311433	151312044	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	142149.7846069336	0.0	277320.8004798889	0.0
chr1	36133377	36133962	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	135622.49949264526	0.0	15721.243015289307	0.0
chr1	26852840	26853776	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	123230.70711517334	555606.7463951111
chr1	214427640	214428399	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	137798.28449249268	0.0	253945.5336036682	0.0
chr1	43475858	43476432	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	124119.171043396	0.0	0.0	0.0
chr1	152001165	152002198	Enhancer/CTCF	CTCF	Active	3.0	4.0	1.0	2.0	79012.39726448059	0.0	576413.2737960815	391008.703578949
chr1	209899825	209900548	CTCF	CTCF	Active	3.0	4.0	1.0	2.0	0.0	0.0	329951.76248550415	228924.68439102173
chr1	44047451	44048343	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	432062.0034828186
chr1	10824906	10825924	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	71185.68639755249	0.0	0.0	0.0
chr1	153526943	153527461	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	130626.28202819824	0.0	146630.318151474	0.0
chr1	202009260	202010467	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	436562.6490097046
chr1	155961746	155962427	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	159455.11569976807	0.0	344409.397605896	0.0
chr1	234726319	234726824	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	128228.90251159668	0.0	227557.1670074463	0.0
chr1	156103661	156104512	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	25343.607803344727	0.0	547254.8215789795	0.0
chr1	27142419	27142926	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	126657.5489730835	0.0	80744.47995376587	0.0
chr1	8094468	8094982	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	120230.95987701416	0.0	118237.38380813599	0.0
chr1	40897452	40898019	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	107559.15660095215	0.0	84984.64636802673	0.0
chr1	27111842	27112749	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	23711.76641845703	0.0	0.0	179316.22472190857
chr1	41679469	41680011	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	132761.78638458252	0.0	0.0	0.0
chr1	39395320	39395969	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	134957.70036315918	0.0	0.0	0.0
chr1	220511104	220511891	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	137475.93724822998	0.0	0.0	0.0
chr1	14520470	14521267	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	68395.49626159668	0.0	620320.8825073242	0.0
chr1	17250547	17251037	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	122729.10737609863	0.0	0.0	0.0
chr1	202235737	202236755	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	267577.04821014404	804763.9665031433
chr1	209095991	209096548	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	125186.89176177979	0.0	0.0	0.0
chr1	31666276	31666885	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	139268.91622161865	0.0	0.0	0.0
chr1	238063337	238063935	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	104496.99139785767	0.0	35962.04158782959	0.0
chr1	15416922	15417932	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	183106.50582885742	0.0	599909.957939148	0.0
chr1	157135993	157136710	TBD_2	CTCF	Inactive	2.0	3.0	4.0	1.0	81127.71338272095	2261.150608062744	0.0	218808.42582130432
chr1	156130140	156130969	Enhancer/CTCF	Promoter	Inactive	3.0	4.0	2.0	1.0	66521.89441108704	0.0	446439.751663208	738592.4867172241
chr1	85297640	85298699	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	60699.71100616455	0.0	560934.9588050842	0.0
chr1	27045147	27046537	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	582083.3786582947
chr1	59142959	59143557	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	122265.73390960693	0.0	164866.54830932617	0.0
chr1	209895549	209896178	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	90435.13166046143	0.0	913678.9498329163	0.0
chr1	115714349	115715253	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	148556.3030319214	0.0	204036.00295257568	0.0
chr1	58592468	58592998	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	135098.63301086426	0.0	0.0	0.0
chr1	41003575	41004162	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	344198.065120697
chr1	16081962	16082916	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	824712.7822189331
chr1	160813132	160813652	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	107277.13194274902	0.0	0.0	0.0
chr1	84854305	84854827	Enhancer	Promoter	Inactive	1.0	3.0	2.0	4.0	122023.9826965332	0.0	113499.12103652954	0.0
chr1	85612786	85613668	Enhancer/CTCF	Promoter	Inactive	3.0	4.0	2.0	1.0	62855.350620269775	0.0	135513.7541809082	520878.7878894806
chr1	93988613	93989458	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	15955.584861755371	0.0	0.0	0.0
chr1	172928294	172928931	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	7635.323501586914	0.0	156604.96953201294	0.0
chr1	93664263	93665138	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	25612.21313349406	0.0	372207.1329689026	0.0
chr1	226656858	226657351	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	122084.39835739136	0.0	0.0	0.0
chr1	9700224	9700849	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	131996.24285125732	0.0	202189.31421661377	0.0
chr1	235073390	235074044	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	134010.82384872437	0.0	0.0	0.0
chr1	98322953	98324456	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	116020.490234375	0.0	1025817.1693458557	0.0
chr1	121157091	121158081	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	121598.53973388672
chr1	145891557	145892539	Enhancer/CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	122708.97147369385	0.0	339744.0817680359	794891.0083751678
chr1	43929508	43930055	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	92187.83480072021	0.0	98166.68020057678	0.0
chr1	175268606	175269573	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	37753.508460998535	0.0	0.0	0.0
chr1	115469736	115470589	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	720022.180606842
chr1	209645801	209647278	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	181140.8448047638
chr1	42173000	42173985	TBD_3	Promoter	Inactive	2.0	4.0	3.0	1.0	226420.22798919678	122531.73711013794	203136.9067106247	813866.5713539124
chr1	18941163	18941739	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	52510.40216445923	0.0	370895.01376724243	0.0
chr1	94579742	94580465	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	139933.69441223145	0.0	149971.4351196289	0.0
chr1	93755137	93755811	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	54796.97035217285	0.0	25902.39255142212	0.0
chr1	165898724	165899337	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	63842.496852874756	0.0	238831.65953063965	0.0
chr1	12480670	12481304	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	46416.259561538696	0.0	0.0	0.0
chr1	19450778	19451276	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	123655.7858505249	0.0	0.0	0.0
chr1	31396725	31397435	Enhancer/CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	44119.63028717041	0.0	118869.14514541626	156225.081035614
chr1	115680028	115680555	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	120795.05861663818	0.0	276348.80909729004	0.0
chr1	17207951	17208512	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	115395.98209381104	0.0	134979.15647125244	0.0
chr1	116878911	116879548	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	154458.94412231445	0.0	412810.1609954834	0.0
chr1	29569913	29570667	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	123555.05932235718	0.0	0.0	0.0
chr1	207004914	207005374	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	608479.1551437378
chr1	161073612	161074202	Enhancer/CTCF	CTCF	Inactive	2.0	4.0	3.0	1.0	119928.78047180176	0.0	83757.5557308197	211591.17527389526
chr1	153515827	153516336	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	152605.52597045898	0.0	0.0	0.0
chr1	24285116	24285683	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	162376.3034286499	0.0	194814.63906860352	0.0
chr1	235011615	235012413	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	59642.08349609375	0.0	351383.25173568726	0.0
chr1	160407664	160408850	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	122729.0776977539	0.0	328396.63276672363	0.0
chr1	182801912	182802508	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	124300.47920227051	0.0	0.0	0.0
chr1	42176724	42177506	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	376594.52571105957
chr1	155124480	155125107	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	118558.88298797607	0.0	0.0	0.0
chr1	233114263	233114627	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	132781.8769607544	0.0	404572.9793701172	0.0
chr1	64263095	64263866	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	140235.92658615112	0.0	0.0	0.0
chr1	225655126	225655968	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	141525.2414779663	0.0	114422.48754119873	0.0
chr1	206905090	206905773	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	121882.95473480225	0.0	296079.4471054077	0.0
chr1	22275529	22276455	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1056009.5336456299
chr1	14137286	14138668	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	94726.26117706299	0.0	385437.7819290161	0.0
chr1	209567606	209568229	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	138805.53869628906	0.0	0.0	0.0
chr1	209404507	209405036	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	140215.70892333984	0.0	380590.170211792	0.0
chr1	20724747	20725645	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	129195.98124694824	0.0	0.0	0.0
chr1	24384790	24385778	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	689531.2977218628
chr1	94300076	94300618	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	100226.05539703369	0.0	0.0	0.0
chr1	67572715	67573291	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	46708.36168861389	0.0	0.0	0.0
chr1	84847091	84847721	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	127322.43186187744	0.0	397769.2885437012	0.0
chr1	69474904	69475507	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	117692.6011352539	0.0	155098.47858810425	0.0
chr1	206513096	206514146	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	96438.62898635864	0.0	841050.2513999939	0.0
chr1	33470260	33471051	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	491908.4221458435
chr1	224565046	224565626	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	110742.26109313965	0.0	0.0	0.0
chr1	178299715	178300506	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	143660.71701049805	0.0	0.0	383223.83224105835
chr1	192974682	192975251	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	116403.2815322876	0.0	0.0	0.0
chr1	93749827	93750536	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	126697.91793441772	0.0	0.0	256435.4177570343
chr1	203636226	203636737	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	113059.052734375	0.0	183236.36186218262	0.0
chr1	27522155	27523023	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	92570.57556152344	0.0	266483.6193199158	0.0
chr1	224212582	224213144	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	126536.65636444092	0.0	59458.84700012207	0.0
chr1	151947080	151947537	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	101777.30883026123	0.0	270517.08474731445	0.0
chr1	224503071	224504209	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	177888.6688156128	0.0	401438.51417541504	0.0
chr1	206030405	206031520	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	617906.1602497101
chr1	209387125	209387692	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	58513.887968063354	0.0	552819.3189086914	0.0
chr1	209354184	209354742	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	39606.845947265625	640510.7823753357
chr1	85313861	85314404	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	109855.81809234619	0.0	0.0	0.0
chr1	232952740	232953517	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	653931.6441688538
chr1	15799815	15800824	Enhancer	Promoter	Active	2.0	3.0	1.0	4.0	212398.6513519287	0.0	545699.8392181396	0.0
chr1	43582039	43582722	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	116584.57092285156	0.0	212734.95942687988	0.0
chr1	29583685	29584265	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	116121.21004486084	0.0	0.0	0.0
chr1	205325216	205326006	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	470013.2765464783
