chr	start	end	id	RE_rule	Active_rule	Active_inter
chr1	162690057	162691535	chr1:162690057_162691535	Enhancer	Active	Inactive
chr3	42024467	42026382	chr3:42024467_42026382	Enhancer	Active	Inactive
chr3	146194790	146196389	chr3:146194790_146196389	Enhancer	Active	Active
chr18	24860803	24862760	chr18:24860803_24862760	Enhancer	Active	Active
chr7	107948590	107949891	chr7:107948590_107949891	Enhancer	Active	Active
chr15	85606947	85608600	chr15:85606947_85608600	Enhancer	Active	Inactive
chr15	40917960	40919393	chr15:40917960_40919393	Enhancer	Active	Inactive
chr11	20096776	20098308	chr11:20096776_20098308	Enhancer	Active	Inactive
chr17	68440756	68442221	chr17:68440756_68442221	Enhancer	Active	Inactive
chr3	45010885	45012724	chr3:45010885_45012724	Enhancer	Active	Inactive
chr14	76772385	76774041	chr14:76772385_76774041	Enhancer	Active	Active
chr2	100902411	100903561	chr2:100902411_100903561	Enhancer	Active	Active
chr6	13302669	13304157	chr6:13302669_13304157	Enhancer	Active	Inactive
chr1	223730880	223731931	chr1:223730880_223731931	Enhancer	Active	Active
chr4	10123311	10124618	chr4:10123311_10124618	Enhancer	Active	Inactive
chr11	10328130	10329516	chr11:10328130_10329516	Enhancer	Active	Inactive
chr1	67896711	67898559	chr1:67896711_67898559	Enhancer	Active	Active
chr6	143822366	143824067	chr6:143822366_143824067	Enhancer	Active	Active
chr10	48946497	48947767	chr10:48946497_48947767	Enhancer	Active	Inactive
chr9	6229342	6230919	chr9:6229342_6230919	Enhancer	Inactive	Inactive
chr11	76699934	76701085	chr11:76699934_76701085	Enhancer	Active	Active
chr1	81681105	81682801	chr1:81681105_81682801	Enhancer	Active	Inactive
chr3	71103153	71104504	chr3:71103153_71104504	Enhancer	Active	Inactive
chr6	144158031	144159804	chr6:144158031_144159804	Enhancer	Active	Inactive
chr5	107425116	107426510	chr5:107425116_107426510	Enhancer	Active	Active
chr9	109968917	109970621	chr9:109968917_109970621	Enhancer	Active	Inactive
chr18	57727727	57729410	chr18:57727727_57729410	Enhancer	Active	Inactive
chr13	44236977	44238257	chr13:44236977_44238257	Enhancer	Active	Inactive
chr2	200765003	200766060	chr2:200765003_200766060	Enhancer	Active	Active
chr12	42789982	42791528	chr12:42789982_42791528	Enhancer	Active	Active
chr8	23798149	23799395	chr8:23798149_23799395	Enhancer	Active	Inactive
chr12	50185432	50186687	chr12:50185432_50186687	Enhancer	Active	Active
chr6	40996592	40998139	chr6:40996592_40998139	Enhancer	Active	Inactive
chr1	154419215	154420661	chr1:154419215_154420661	Enhancer	Active	Active
chr3	99646964	99648812	chr3:99646964_99648812	Enhancer	Active	Active
chr7	94374112	94376087	chr7:94374112_94376087	Enhancer	Inactive	Inactive
chr4	113435713	113437688	chr4:113435713_113437688	Enhancer	Inactive	Inactive
chr6	80454041	80455635	chr6:80454041_80455635	Enhancer	Active	Active
chr11	47523344	47524848	chr11:47523344_47524848	Enhancer	Active	Inactive
chr3	128553761	128554747	chr3:128553761_128554747	Enhancer	Inactive	Inactive
chr2	223936574	223937944	chr2:223936574_223937944	Enhancer	Inactive	Inactive
chr14	68935506	68937059	chr14:68935506_68937059	Enhancer	Active	Active
chr8	117979904	117981448	chr8:117979904_117981448	Enhancer	Active	Inactive
chr20	44579294	44580294	chr20:44579294_44580294	Enhancer	Active	Inactive
chr8	78524751	78526564	chr8:78524751_78526564	Enhancer	Active	Inactive
chr15	83112267	83113407	chr15:83112267_83113407	Enhancer	Active	Inactive
chr5	66848573	66850167	chr5:66848573_66850167	Enhancer	Active	Active
chr13	40190451	40191937	chr13:40190451_40191937	Enhancer	Active	Inactive
chr14	68694911	68696426	chr14:68694911_68696426	Enhancer	Active	Inactive
chr17	68301618	68303072	chr17:68301618_68303072	Enhancer	Active	Inactive
chr9	114898403	114899830	chr9:114898403_114899830	Enhancer	Active	Inactive
chr6	131979689	131981617	chr6:131979689_131981617	Enhancer	Active	Inactive
chr18	22551183	22552685	chr18:22551183_22552685	Enhancer	Active	Inactive
chr3	194586780	194587863	chr3:194586780_194587863	Enhancer	Active	Inactive
chr12	59040441	59042321	chr12:59040441_59042321	Enhancer	Active	Inactive
chr4	102138711	102140482	chr4:102138711_102140482	Enhancer	Active	Inactive
chr10	97517756	97518985	chr10:97517756_97518985	Enhancer	Inactive	Inactive
chr17	42406700	42408562	chr17:42406700_42408562	Enhancer	Inactive	Active
chr1	205609885	205611615	chr1:205609885_205611615	Enhancer	Inactive	Inactive
chr2	11753364	11754760	chr2:11753364_11754760	Enhancer	Active	Inactive
chr6	2806520	2808281	chr6:2806520_2808281	Enhancer	Inactive	Inactive
chr2	45964062	45965418	chr2:45964062_45965418	Enhancer	Active	Inactive
chr20	11216472	11218326	chr20:11216472_11218326	Enhancer	Active	Inactive
chr2	46275725	46277036	chr2:46275725_46277036	Enhancer	Active	Inactive
chr10	110410210	110411404	chr10:110410210_110411404	Enhancer	Active	Inactive
chr5	95668398	95669966	chr5:95668398_95669966	Enhancer	Inactive	Inactive
chr10	114647506	114648904	chr10:114647506_114648904	Enhancer	Inactive	Inactive
chr13	112574301	112575900	chr13:112574301_112575900	Enhancer	Active	Inactive
chr1	34842867	34844663	chr1:34842867_34844663	Enhancer	Active	Inactive
chr3	149370334	149371892	chr3:149370334_149371892	Enhancer	Active	Active
chr9	109035729	109037221	chr9:109035729_109037221	Enhancer	Active	Inactive
chr13	45395907	45397260	chr13:45395907_45397260	Enhancer	Inactive	Inactive
chr8	118332123	118333477	chr8:118332123_118333477	Enhancer	Active	Active
chr15	44028353	44029594	chr15:44028353_44029594	Enhancer	Inactive	Inactive
chr4	168604218	168605834	chr4:168604218_168605834	Enhancer	Active	Inactive
chr22	46734248	46735577	chr22:46734248_46735577	Enhancer	Inactive	Active
chr12	122062646	122064523	chr12:122062646_122064523	Enhancer	Active	Active
chr6	33696699	33697819	chr6:33696699_33697819	Enhancer	Active	Active
chr18	25097204	25098361	chr18:25097204_25098361	Enhancer	Active	Inactive
chr5	151037807	151039226	chr5:151037807_151039226	Enhancer	Inactive	Inactive
chr10	30185786	30186893	chr10:30185786_30186893	Enhancer	Active	Inactive
chr4	128162151	128164092	chr4:128162151_128164092	Enhancer	Active	Inactive
chr5	39426505	39428171	chr5:39426505_39428171	Enhancer	Active	Inactive
chr12	96135825	96137252	chr12:96135825_96137252	Enhancer	Active	Inactive
chr5	56350042	56351427	chr5:56350042_56351427	Enhancer	Active	Active
chr8	118062116	118063754	chr8:118062116_118063754	Enhancer	Active	Inactive
chr5	173028522	173030146	chr5:173028522_173030146	Enhancer	Inactive	Inactive
chr15	92616724	92618469	chr15:92616724_92618469	Enhancer	Active	Inactive
chr14	61608537	61610102	chr14:61608537_61610102	Enhancer	Active	Inactive
chr4	38160456	38161872	chr4:38160456_38161872	Enhancer	Active	Inactive
chr15	35696577	35698441	chr15:35696577_35698441	Enhancer	Active	Inactive
chr2	62306490	62307832	chr2:62306490_62307832	Enhancer	Active	Inactive
chr4	151206166	151207869	chr4:151206166_151207869	Enhancer	Inactive	Inactive
chr3	187043978	187045433	chr3:187043978_187045433	Enhancer	Active	Inactive
chr6	140345920	140347450	chr6:140345920_140347450	Enhancer	Active	Active
chr1	94299573	94300711	chr1:94299573_94300711	Enhancer	Active	Inactive
chr7	94313517	94315170	chr7:94313517_94315170	Enhancer	Active	Inactive
chr2	158998395	158999912	chr2:158998395_158999912	Enhancer	Active	Active
chr6	30781554	30782790	chr6:30781554_30782790	Enhancer	Active	Inactive
chr1	112465050	112466763	chr1:112465050_112466763	Enhancer	Inactive	Active
chr8	117956625	117958209	chr8:117956625_117958209	Enhancer	Active	Inactive
chr4	100656351	100657919	chr4:100656351_100657919	Enhancer	Active	Active
chr22	20551999	20553627	chr22:20551999_20553627	Enhancer	Inactive	Inactive
chr11	118240714	118242099	chr11:118240714_118242099	Enhancer	Active	Active
chr7	116339321	116341083	chr7:116339321_116341083	Enhancer	Active	Active
chr14	68494425	68496047	chr14:68494425_68496047	Enhancer	Inactive	Inactive
chr3	156432330	156434180	chr3:156432330_156434180	Enhancer	Active	Inactive
chr2	145751035	145752933	chr2:145751035_145752933	Enhancer	Inactive	Inactive
chr12	94689075	94690973	chr12:94689075_94690973	Enhancer	Active	Inactive
chr12	22282263	22283945	chr12:22282263_22283945	Enhancer	Active	Inactive
chr14	52020206	52021542	chr14:52020206_52021542	Enhancer	Inactive	Inactive
chr21	38992472	38994140	chr21:38992472_38994140	Enhancer	Active	Active
chr21	29342291	29343985	chr21:29342291_29343985	Enhancer	Active	Inactive
chr7	143391305	143392562	chr7:143391305_143392562	Enhancer	Active	Active
chr1	12454420	12455565	chr1:12454420_12455565	Enhancer	Active	Inactive
chr11	65487120	65488374	chr11:65487120_65488374	Enhancer	Active	Active
chr4	98687927	98689637	chr4:98687927_98689637	Enhancer	Active	Active
chr8	26640679	26642301	chr8:26640679_26642301	Enhancer	Active	Inactive
chr2	43455215	43456876	chr2:43455215_43456876	Enhancer	Active	Inactive
chr3	71055384	71057283	chr3:71055384_71057283	Enhancer	Active	Inactive
chr11	71936586	71938208	chr11:71936586_71938208	Enhancer	Active	Inactive
chr12	12899380	12900483	chr12:12899380_12900483	Enhancer	Active	Inactive
chr1	66542533	66544000	chr1:66542533_66544000	Enhancer	Active	Inactive
chr17	6178386	6179961	chr17:6178386_6179961	Enhancer	Active	Inactive
chr11	126153636	126155351	chr11:126153636_126155351	Enhancer	Inactive	Inactive
chr5	142874143	142875232	chr5:142874143_142875232	Enhancer	Inactive	Inactive
chr15	48565226	48567208	chr15:48565226_48567208	Enhancer	Active	Inactive
chr8	38792951	38794150	chr8:38792951_38794150	Enhancer	Active	Active
chr6	145668849	145670778	chr6:145668849_145670778	Enhancer	Active	Inactive
chr14	55102963	55103814	chr14:55102963_55103814	Enhancer	Active	Inactive
chr4	73704028	73705557	chr4:73704028_73705557	Enhancer	Active	Inactive
chr10	11035055	11036837	chr10:11035055_11036837	Enhancer	Active	Inactive
chr9	125612537	125613804	chr9:125612537_125613804	Enhancer	Active	Inactive
chr6	72952652	72954494	chr6:72952652_72954494	Enhancer	Active	Inactive
chr14	76949836	76951660	chr14:76949836_76951660	Enhancer	Active	Inactive
chr7	140049431	140050560	chr7:140049431_140050560	Enhancer	Active	Inactive
chr3	106728006	106729962	chr3:106728006_106729962	Enhancer	Active	Active
chr21	46455231	46456425	chr21:46455231_46456425	Enhancer	Active	Inactive
chr14	76947003	76948653	chr14:76947003_76948653	Enhancer	Active	Inactive
chr6	56328248	56330059	chr6:56328248_56330059	Enhancer	Active	Active
chr4	76752768	76754379	chr4:76752768_76754379	Enhancer	Active	Inactive
chr13	113774018	113774766	chr13:113774018_113774766	Enhancer	Active	Inactive
chr3	66441866	66443301	chr3:66441866_66443301	Enhancer	Active	Inactive
chr12	64672678	64673838	chr12:64672678_64673838	Enhancer	Inactive	Active
chr3	46406445	46408421	chr3:46406445_46408421	Enhancer	Active	Active
chr15	77506340	77507513	chr15:77506340_77507513	Enhancer	Active	Inactive
chr1	234960524	234961823	chr1:234960524_234961823	Enhancer	Active	Inactive
chr14	99755982	99757037	chr14:99755982_99757037	Enhancer	Active	Inactive
chr22	24466392	24467626	chr22:24466392_24467626	Enhancer	Inactive	Inactive
chr8	8250993	8252663	chr8:8250993_8252663	Enhancer	Active	Active
chr2	55861960	55863741	chr2:55861960_55863741	Enhancer	Active	Active
chr5	78504529	78505819	chr5:78504529_78505819	Enhancer	Active	Inactive
chr8	39026165	39027856	chr8:39026165_39027856	Enhancer	Active	Active
chr2	98701125	98702489	chr2:98701125_98702489	Enhancer	Inactive	Inactive
chr6	44104488	44105462	chr6:44104488_44105462	Enhancer	Active	Active
chr5	14444943	14446435	chr5:14444943_14446435	Enhancer	Active	Inactive
chr14	56333220	56334929	chr14:56333220_56334929	Enhancer	Active	Active
chr15	39229924	39231350	chr15:39229924_39231350	Enhancer	Active	Active
chr22	21946627	21948245	chr22:21946627_21948245	Enhancer	Active	Inactive
chr1	165883865	165885207	chr1:165883865_165885207	Enhancer	Active	Inactive
chr10	114504354	114506219	chr10:114504354_114506219	Enhancer	Active	Inactive
chr2	36455849	36456974	chr2:36455849_36456974	Enhancer	Active	Active
chr15	41790770	41791858	chr15:41790770_41791858	Enhancer	Active	Active
chr13	37700734	37702377	chr13:37700734_37702377	Enhancer	Active	Inactive
chr7	113796119	113798027	chr7:113796119_113798027	Enhancer	Active	Inactive
chr14	49971645	49973288	chr14:49971645_49973288	Enhancer	Active	Inactive
chr4	184385661	184386677	chr4:184385661_184386677	Enhancer	Active	Inactive
chr9	38038447	38039849	chr9:38038447_38039849	Enhancer	Active	Inactive
chr14	95507119	95508331	chr14:95507119_95508331	Enhancer	Active	Inactive
chr6	3281407	3282760	chr6:3281407_3282760	Enhancer	Active	Inactive
chr3	48928606	48930058	chr3:48928606_48930058	Enhancer	Inactive	Inactive
chr10	36489188	36491168	chr10:36489188_36491168	Enhancer	Active	Inactive
chr4	83356439	83357838	chr4:83356439_83357838	Enhancer	Active	Inactive
chr18	22667674	22668956	chr18:22667674_22668956	Enhancer	Active	Inactive
chr22	45996438	45998158	chr22:45996438_45998158	Enhancer	Active	Active
chr9	5843458	5845457	chr9:5843458_5845457	Enhancer	Active	Active
chr14	71650465	71652051	chr14:71650465_71652051	Enhancer	Active	Inactive
chr19	41530590	41532148	chr19:41530590_41532148	Enhancer	Active	Active
chr13	50244124	50245648	chr13:50244124_50245648	Enhancer	Inactive	Inactive
chr2	64403604	64405188	chr2:64403604_64405188	Enhancer	Active	Inactive
chr11	28756693	28758461	chr11:28756693_28758461	Enhancer	Active	Active
chr12	119692273	119693741	chr12:119692273_119693741	Enhancer	Active	Active
chr6	35601231	35602633	chr6:35601231_35602633	Enhancer	Active	Inactive
chr1	8077013	8078670	chr1:8077013_8078670	Enhancer	Active	Inactive
chr11	65279607	65280983	chr11:65279607_65280983	Enhancer	Active	Inactive
chr9	70479854	70481315	chr9:70479854_70481315	Enhancer	Active	Inactive
chr4	182592943	182594663	chr4:182592943_182594663	Enhancer	Active	Active
chr6	56369824	56371470	chr6:56369824_56371470	Enhancer	Active	Inactive
chr20	41071880	41073480	chr20:41071880_41073480	Enhancer	Active	Active
chr16	81551231	81552422	chr16:81551231_81552422	Enhancer	Active	Inactive
chr22	24303092	24304416	chr22:24303092_24304416	Enhancer	Inactive	Inactive
chr5	72210451	72211880	chr5:72210451_72211880	Enhancer	Active	Active
chr8	127799591	127801252	chr8:127799591_127801252	Enhancer	Inactive	Inactive
chr14	68938462	68939468	chr14:68938462_68939468	Enhancer	Inactive	Inactive
chr1	8456087	8457334	chr1:8456087_8457334	Enhancer	Active	Inactive
chr10	72248032	72249238	chr10:72248032_72249238	Enhancer	Active	Active
chr7	94300880	94302307	chr7:94300880_94302307	Enhancer	Active	Inactive
chr1	31595895	31597396	chr1:31595895_31597396	Enhancer	Active	Active
chr4	125738918	125740645	chr4:125738918_125740645	Enhancer	Active	Active
chr4	158032535	158034357	chr4:158032535_158034357	Enhancer	Active	Active
chr1	22114241	22115396	chr1:22114241_22115396	Enhancer	Active	Active
chr6	148397952	148399077	chr6:148397952_148399077	Enhancer	Active	Inactive
chr9	121353600	121355117	chr9:121353600_121355117	Enhancer	Active	Inactive
chr6	15922099	15923484	chr6:15922099_15923484	Enhancer	Active	Active
chr11	118919299	118920346	chr11:118919299_118920346	Enhancer	Active	Inactive
chr13	37715247	37717142	chr13:37715247_37717142	Enhancer	Active	Inactive
chr5	74126950	74128634	chr5:74126950_74128634	Enhancer	Active	Active
chr11	75347436	75348566	chr11:75347436_75348566	Enhancer	Active	Active
chr16	67773039	67774386	chr16:67773039_67774386	Enhancer	Inactive	Inactive
chr7	151038899	151040177	chr7:151038899_151040177	Enhancer	Active	Active
chr2	176413817	176415576	chr2:176413817_176415576	Enhancer	Active	Inactive
chr6	89311638	89312829	chr6:89311638_89312829	Enhancer	Active	Inactive
chr3	129609510	129610690	chr3:129609510_129610690	Enhancer	Active	Inactive
chr5	111680510	111682270	chr5:111680510_111682270	Enhancer	Active	Inactive
chr14	61346431	61347496	chr14:61346431_61347496	Enhancer	Active	Inactive
chr4	87044815	87046666	chr4:87044815_87046666	Enhancer	Active	Active
chr7	32998014	32999920	chr7:32998014_32999920	Enhancer	Active	Active
chr3	124836991	124838231	chr3:124836991_124838231	Enhancer	Active	Inactive
chr15	80032507	80033947	chr15:80032507_80033947	Enhancer	Active	Inactive
chr18	7323995	7325414	chr18:7323995_7325414	Enhancer	Active	Inactive
chr9	94928654	94930007	chr9:94928654_94930007	Enhancer	Active	Inactive
chr20	43955050	43956115	chr20:43955050_43956115	Enhancer	Active	Inactive
chr13	39892021	39893673	chr13:39892021_39893673	Enhancer	Active	Active
chr2	37585963	37587326	chr2:37585963_37587326	Enhancer	Active	Inactive
chr12	15700389	15702324	chr12:15700389_15702324	Enhancer	Active	Inactive
chr4	10096061	10097009	chr4:10096061_10097009	Enhancer	Active	Inactive
chr17	75844941	75846533	chr17:75844941_75846533	Enhancer/CTCF	Inactive	Active
chr5	160164934	160166178	chr5:160164934_160166178	Enhancer	Active	Active
chr2	159124318	159125436	chr2:159124318_159125436	Enhancer	Active	Inactive
chr1	66266411	66268203	chr1:66266411_66268203	Enhancer	Active	Inactive
chr5	103667009	103668731	chr5:103667009_103668731	Enhancer	Active	Inactive
chr12	70548994	70550126	chr12:70548994_70550126	Enhancer	Active	Inactive
chr11	95108082	95109470	chr11:95108082_95109470	Enhancer	Inactive	Active
chr3	152314829	152316632	chr3:152314829_152316632	Enhancer	Active	Inactive
chr4	176708565	176709992	chr4:176708565_176709992	Enhancer	Inactive	Inactive
chr18	61832644	61834384	chr18:61832644_61834384	Enhancer	Active	Inactive
chr9	14745974	14747448	chr9:14745974_14747448	Enhancer	Active	Inactive
chr3	56980640	56981995	chr3:56980640_56981995	Enhancer	Active	Active
chr18	3014193	3015800	chr18:3014193_3015800	Enhancer	Active	Inactive
chr1	204461096	204462519	chr1:204461096_204462519	Enhancer	Active	Inactive
chr6	134719794	134720983	chr6:134719794_134720983	Enhancer	Active	Active
chr12	19545980	19547917	chr12:19545980_19547917	Enhancer	Active	Inactive
chr8	91318408	91320045	chr8:91318408_91320045	Enhancer	Active	Inactive
chr3	171828929	171830561	chr3:171828929_171830561	Enhancer/CTCF	Inactive	Active
chr11	18383570	18384714	chr11:18383570_18384714	Enhancer	Active	Inactive
chr11	4134572	4136211	chr11:4134572_4136211	Enhancer	Active	Inactive
chr13	94858879	94860218	chr13:94858879_94860218	Enhancer	Active	Inactive
chr9	109097932	109099387	chr9:109097932_109099387	Enhancer	Active	Inactive
