chromosome	start	finish	huvec	CD14pos	kera
chr1	15923226	15923707			Enhancer
chr1	15948560	15950231		Enhancer	Enhancer
chr1	15952449	15953277	Enhancer	Enhancer	
chr1	15958051	15958507	Enhancer		
chr1	15958821	15959237	Enhancer		
chr1	15965902	15966722		Enhancer	
chr1	15975405	15976428	Promoter	Promoter	Promoter
chr1	15994136	15995388			CTCF
chr1	15995502	15995684			CTCF
chr1	16008278	16009705			CTCF
chr1	16012665	16013643		Promoter	
chr1	16032575	16033467			CTCF
chr1	16055727	16056693			
chr1	16072907	16074163	Promoter/CTCF		
chr1	16075883	16076443			Enhancer
chr1	16076785	16077288			Enhancer
chr1	16078493	16079816			CTCF
chr1	16081758	16083057	CTCF		CTCF
chr1	16138163	16139243			Enhancer
chr1	16139302	16140609			Enhancer
chr1	16141535	16142087	Enhancer		
chr1	16145127	16147028	Enhancer		Enhancer
chr1	16154613	16156581			Promoter
chr1	16158765	16159654			Enhancer
chr1	16173005	16174108	Enhancer	Enhancer	Enhancer
chr1	16181626	16182655	Enhancer		
chr1	16183027	16183585			Enhancer
chr1	16184314	16185101			Enhancer
chr1	16187428	16188701			
chr1	16206173	16207381	Promoter	Enhancer	Promoter
chr1	16207406	16207802			Promoter
chr1	16208401	16208663		Enhancer	
chr1	16216141	16216600		Promoter	
chr1	16217024	16217859	Promoter	Promoter	
chr1	16236922	16237658	Enhancer/Promoter	Enhancer/Promoter	
chr1	16243707	16245295			CTCF
chr1	16248243	16249508	Enhancer		
chr1	16249536	16250327	Enhancer		
chr1	16293494	16293940		Enhancer	
chr1	16350854	16351434		Promoter	
chr1	16352028	16352995	Promoter	Enhancer/CTCF	
chr1	16353103	16353563		Enhancer	
chr1	16363152	16363869	CTCF		
chr1	16364447	16364925		Enhancer	
chr1	16366757	16368216	Promoter	Enhancer	Promoter
chr1	16371732	16372232		Enhancer	
chr1	16375309	16376373	Enhancer		
chr1	16396603	16396999	Enhancer		
chr1	16439790	16441480			Promoter/CTCF
chr1	16444333	16444744		Enhancer	
chr1	16498860	16499940	Promoter	Enhancer/Promoter	
chr1	16500489	16500946		Enhancer	
chr1	16501046	16501405		Enhancer	
chr1	16512842	16515022	Enhancer	Enhancer	Promoter
chr1	16520899	16521073		Promoter/CTCF	
chr1	16534188	16535798	Enhancer/Promoter		Promoter
chr1	16540375	16540977		Enhancer	
chr1	16578601	16579715		CTCF	CTCF
chr1	16585035	16586084		CTCF	CTCF
chr1	16591381	16592580			CTCF
chr1	16612269	16614191	Enhancer/Promoter	Enhancer	
chr1	16620456	16622205			
chr1	16623045	16625801	CTCF		
chr1	16643761	16645736	Enhancer/CTCF	Enhancer/CTCF	
chr1	16657136	16657660			CTCF
chr1	16665647	16667673	Promoter	Enhancer	Promoter
chr1	16674962	16675523		Enhancer	
chr1	16684472	16685871		CTCF	CTCF
chr1	16699787	16700714			CTCF
chr1	16702762	16704265			CTCF
chr1	16707059	16707906	CTCF		
chr1	16709142	16710744	CTCF		CTCF
chr1	16732242	16732808		Enhancer	
chr1	16739788	16741909	Enhancer	Enhancer	Promoter
chr1	16750018	16751196			CTCF
chr1	16770208	16771219		Enhancer	Enhancer
chr1	16780875	16782086		Enhancer	Enhancer
chr1	16858958	16859642	CTCF		
chr1	16866971	16867543		Enhancer	
chr1	16872270	16873859	Promoter	Enhancer	Promoter
chr1	16888921	16889994	Enhancer/Promoter	Promoter	Promoter
chr1	16895240	16897421	Promoter	Promoter	Promoter
chr1	16903716	16906286	Promoter	Enhancer	Enhancer
chr1	16909646	16910399			
chr1	16912251	16912655		Enhancer	
chr1	16912717	16913222		Promoter	
chr1	16913537	16914687	Promoter	Enhancer	Promoter
chr1	16925530	16926013			Enhancer
chr1	16928868	16930769			
chr1	16947322	16949466			
chr1	16951062	16952322			CTCF
chr1	16960311	16961227			CTCF
chr1	16963251	16963980			CTCF
chr1	16984543	16985229	Enhancer		
chr1	17009599	17010090		Enhancer	
chr1	17011781	17012192		Promoter	
chr1	17013831	17014330		Enhancer	
chr1	17045070	17045592		Enhancer	
chr1	17045870	17046721			CTCF
chr1	17053469	17054559	Promoter	Enhancer	Promoter
chr1	17059297	17060298			CTCF
chr1	17060388	17060863		Enhancer	
chr1	17061468	17061886		Enhancer	
chr1	17065612	17066158		Enhancer	
chr1	17066330	17067438		Enhancer	
chr1	17075206	17076298			
chr1	17097905	17099009		Enhancer	
chr1	17099730	17100034		Enhancer	
chr1	17118711	17119142		Enhancer	
chr1	17119299	17120197		Enhancer	
chr1	17122420	17122755		Enhancer	
chr1	17125500	17126369			CTCF
chr1	17128192	17128863		Enhancer	
chr1	17141019	17142339		Enhancer	
chr1	17181703	17182034		Enhancer	
chr1	17206984	17208521		Enhancer	Enhancer
chr1	17232987	17234313			Enhancer
chr1	17236758	17238020			
chr1	17250547	17251037			Enhancer
chr1	17273899	17275082			CTCF
chr1	17276481	17277049		Enhancer	
chr1	17281741	17282491		Enhancer	
chr1	17287114	17287848		Enhancer	
chr1	17304075	17304635		Enhancer	
chr1	17307869	17309061		Promoter	
chr1	17310611	17310860		Enhancer	
chr1	17335670	17337214	CTCF		CTCF
chr1	17365173	17365786		Enhancer	
chr1	17369332	17369884			Enhancer
chr1	17370380	17371142			Enhancer/CTCF
chr1	17398272	17398737		Enhancer	
chr1	17405859	17406939			CTCF
chr1	17419265	17420574			CTCF
chr1	17431357	17432314		Enhancer	
chr1	17437508	17438033		Enhancer/Promoter	
chr1	17438330	17438823		Promoter	
chr1	17439129	17440207	Promoter	Enhancer	
chr1	17441679	17441935		Enhancer	
chr1	17477047	17478032	CTCF	CTCF	CTCF
chr1	17493731	17494991	CTCF		CTCF
chr1	17501593	17503249	CTCF		CTCF
chr1	17509290	17509742		Enhancer	
chr1	17545367	17545760		Enhancer	
chr1	17569598	17570168		Enhancer	
chr1	17581480	17581889		Enhancer	
chr1	17581919	17582785			Enhancer
chr1	17606483	17607683	CTCF		CTCF
chr1	17614565	17614949		Enhancer	
chr1	17615102	17615611		Enhancer	
chr1	17618122	17618667		Enhancer	
chr1	17621454	17621773		Enhancer	
chr1	17629829	17631785		Enhancer	
chr1	17633636	17634047		Enhancer	
chr1	17635342	17636434		Enhancer	
chr1	17639964	17640885		Enhancer	
chr1	17653193	17654455	CTCF	CTCF	CTCF
chr1	17658815	17659261		Enhancer	
chr1	17661217	17662363	CTCF		CTCF
chr1	17825889	17826636			CTCF
chr1	17909489	17910398			CTCF
chr1	17922675	17923447			CTCF
chr1	17984016	17985118		CTCF	
chr1	18100075	18101209	CTCF	CTCF	CTCF
chr1	18160404	18160986		Enhancer	
chr1	18234327	18235589		CTCF	CTCF
chr1	18299286	18300384		CTCF	CTCF
chr1	18575324	18576112			CTCF
chr1	18581169	18581958			CTCF
chr1	18596894	18598016			CTCF
chr1	18681234	18681890			CTCF
chr1	18820378	18821528	CTCF	CTCF	CTCF
chr1	18874816	18876188			CTCF
chr1	18883763	18884880			CTCF
chr1	18901969	18903402	Promoter	Enhancer	Promoter
chr1	18906218	18908318	CTCF		
chr1	18912352	18913825			CTCF
chr1	18922278	18922557		Enhancer	
chr1	18924188	18924555		Promoter	
chr1	18926160	18927344	Enhancer	Promoter	
chr1	18932400	18932849			Enhancer
chr1	18936943	18937706			Enhancer
chr1	18941163	18941739			Enhancer
chr1	18949215	18950454		Enhancer	Enhancer
chr1	18951349	18952540		Promoter	
chr1	18955119	18955686		Enhancer/Promoter	
chr1	18956400	18957240	Promoter	Enhancer/Promoter	Promoter
chr1	19010945	19011578	Enhancer		Enhancer
chr1	19029176	19029762			Enhancer
chr1	19033847	19034643			Enhancer
chr1	19074371	19075780			Enhancer
chr1	19076844	19077476			Enhancer
chr1	19081314	19081961		Enhancer	
chr1	19082950	19083684	Enhancer		
chr1	19096085	19096864			CTCF
chr1	19113437	19114146			CTCF
chr1	19156567	19157226	Enhancer		
chr1	19209430	19211165	Promoter	Enhancer	Enhancer
chr1	19240887	19242089	CTCF		CTCF
chr1	19251250	19252420	Promoter	Enhancer	
chr1	19288695	19288968		Promoter	
chr1	19311703	19312985	Promoter	Enhancer	
chr1	19314161	19314594		Enhancer	
chr1	19315270	19315960		Enhancer	
chr1	19322455	19322874		Enhancer	
chr1	19340980	19342268			CTCF
chr1	19344084	19345055	CTCF		CTCF
chr1	19361088	19362062			Enhancer
chr1	19390898	19391996	CTCF		
chr1	19429618	19430638	Enhancer		
chr1	19436056	19436508		Enhancer	
chr1	19436642	19437279		Enhancer	
chr1	19437604	19438643	Enhancer		
chr1	19440395	19440888	Enhancer		Enhancer
chr1	19450673	19451304	Enhancer		Enhancer
chr1	19454434	19455155		Enhancer	
chr1	19468305	19468957		Enhancer	
chr1	19469290	19469899	Enhancer	Enhancer	
chr1	19471671	19472098	CTCF		
chr1	19476339	19477663	Enhancer	Promoter	
chr1	19477813	19478316		Promoter	
chr1	19478334	19478859		Promoter	
chr1	19485279	19486238	Promoter	Enhancer	
chr1	19487508	19488299			
chr1	19504691	19506276	Enhancer	Enhancer	
chr1	19508693	19509390		Enhancer	
chr1	19517023	19517380		Enhancer	
chr1	19579944	19580351		Enhancer	
chr1	19581972	19583006			CTCF
chr1	19596405	19597955	Promoter	Enhancer	Promoter
chr1	19642840	19643599			
chr1	19650986	19651723			CTCF
chr1	19653265	19654430			CTCF
chr1	19659626	19660556			
chr1	19661316	19662589		CTCF	CTCF
chr1	19704138	19705289		CTCF	CTCF
chr1	19715208	19716227			
chr1	19761704	19762949	CTCF	CTCF	CTCF
chr1	19765457	19766110	Enhancer		
chr1	19799455	19799855		Promoter	
chr1	19810925	19811898		CTCF	CTCF
chr1	19881741	19883017			
chr1	19917697	19918604			CTCF
chr1	19974530	19975340	CTCF		
chr1	20059910	20060211		Enhancer	
chr1	20100509	20101519		CTCF	CTCF
chr1	20151952	20153455	CTCF		CTCF
chr1	20171454	20171915		Enhancer	
chr1	20194922	20195981	CTCF		
chr1	20211427	20212038			Enhancer
chr1	20212395	20213626	CTCF	CTCF	Enhancer/CTCF
chr1	20216371	20217129			CTCF
chr1	20361456	20362452			CTCF
chr1	20366839	20367757			CTCF
chr1	20376364	20377776		CTCF	CTCF
chr1	20430170	20431187			CTCF
chr1	20493393	20495450			Enhancer/CTCF
chr1	20495965	20496855			Enhancer
chr1	20507445	20508451	Promoter	Enhancer	Promoter
chr1	20521945	20523070			CTCF
chr1	20574856	20576186			CTCF
chr1	20588579	20590950	Promoter		Promoter
chr1	20597643	20597992		Promoter	
chr1	20602869	20603351		Enhancer	
chr1	20603410	20605107		Enhancer	Enhancer
chr1	20613649	20614317			Enhancer
chr1	20632792	20634353			Promoter/CTCF
chr1	20639676	20641110	CTCF		
chr1	20660685	20661990	Promoter	Enhancer	
chr1	20682549	20682968		Enhancer	
chr1	20684201	20684516		Enhancer	
chr1	20695839	20697476			
chr1	20724747	20725645			Enhancer
chr1	20732049	20733598	Promoter	Enhancer/Promoter	Enhancer
chr1	20786208	20787732	Promoter	Promoter	Promoter
chr1	20787847	20788282		Enhancer	
chr1	20847543	20847976	Enhancer		
chr1	20964791	20965242		Enhancer	
chr1	21022195	21022937		Promoter	
chr1	21090991	21091521		Enhancer	
chr1	21091797	21092245		Enhancer	
chr1	21099009	21099523		Enhancer	
chr1	21099666	21099869		Enhancer	
chr1	21100582	21101039		Enhancer	
chr1	21175279	21175809		Promoter	
chr1	21176125	21177593	Promoter	Promoter	Promoter
chr1	21184241	21184578		Enhancer	
chr1	21194795	21195978			
chr1	21216525	21218455	CTCF		CTCF
chr1	21231539	21232695			CTCF
chr1	21254223	21255843			CTCF
chr1	21260690	21261192	Enhancer		
chr1	21261529	21263167	Enhancer	Enhancer	
chr1	21269767	21271053			CTCF
chr1	21274504	21275354	Enhancer		
chr1	21279890	21280521		Enhancer	
chr1	21284752	21285277		Enhancer	
chr1	21287868	21288325		Enhancer	
chr1	21289536	21291111		Enhancer	
chr1	21293524	21295480		Enhancer	
chr1	21298788	21299347		Enhancer	
chr1	21303306	21303789	Enhancer		
chr1	21313258	21313393	Enhancer		
chr1	21317193	21317823		Enhancer	
chr1	21322604	21323029		Enhancer	
chr1	21324205	21325891	Enhancer	Promoter	Enhancer
chr1	21333973	21335711			
chr1	21337372	21339483	Enhancer	Enhancer	
chr1	21345119	21346202	Promoter	Enhancer/Promoter	
chr1	21368228	21369390			CTCF
chr1	21370385	21371116			CTCF
chr1	21439816	21440376			Promoter
chr1	21440597	21440951	Promoter		
chr1	21453928	21454401		Enhancer	
chr1	21508780	21509770			CTCF
chr1	21539612	21540519			CTCF
chr1	21573911	21575085	Enhancer		CTCF
chr1	21586791	21587324	Enhancer		
chr1	21595223	21596270	CTCF	CTCF	CTCF
chr1	21607722	21608229		Promoter	
chr1	21658825	21659741			CTCF
chr1	21721451	21722189	Enhancer		
chr1	21764462	21765495	Enhancer	Enhancer	Enhancer
chr1	21768097	21768800		Enhancer	
chr1	21780031	21780837	Promoter		
chr1	21782009	21784130	Promoter	Enhancer	Promoter
chr1	21814235	21815082			
chr1	21815605	21816412		Enhancer	
chr1	21897086	21897857	Enhancer		
chr1	21898445	21899331	Enhancer		
chr1	21899653	21900750	Enhancer		
chr1	21904462	21905518	Enhancer		
chr1	21905984	21907055	Enhancer		
chr1	21916657	21917394	Enhancer		
chr1	21924013	21925712	Enhancer		
chr1	21935432	21936305			Promoter
chr1	21937185	21938172	Enhancer	Promoter	
chr1	21938459	21940329	Promoter	Enhancer	
chr1	21944032	21944888	Enhancer		
chr1	21956674	21957280	Enhancer		
chr1	21958213	21958779	Enhancer		
chr1	21963665	21964933			CTCF
chr1	21972642	21973787	Enhancer		
chr1	21974563	21975266	Enhancer		
chr1	21980313	21981154	CTCF		CTCF
chr1	21997580	21998632	Enhancer		
chr1	21999533	22000120	Enhancer		
chr1	22004856	22006166			CTCF
chr1	22018765	22019691		Enhancer	Enhancer
chr1	22022732	22023605			
chr1	22024341	22026315	Promoter	Enhancer	
chr1	22039567	22040636		Promoter	
chr1	22042968	22043562			Enhancer
chr1	22048187	22049035		Enhancer	
chr1	22052296	22054244		Enhancer	Promoter
chr1	22054403	22055163	Enhancer/CTCF	Promoter	
chr1	22056946	22057343		Enhancer	
chr1	22075794	22076181		Promoter	
chr1	22092279	22092782	Enhancer		
chr1	22105410	22106233	CTCF		CTCF
chr1	22114241	22115396	Enhancer		
chr1	22131289	22132961			CTCF
chr1	22207917	22208821			CTCF
chr1	22275246	22276463			CTCF
chr1	22317082	22318149	CTCF		CTCF
chr1	22416349	22417245		CTCF	CTCF
chr1	22420154	22421001			CTCF
chr1	22428610	22428974		Promoter	
chr1	22451483	22452976	Promoter	Promoter	
chr1	22636346	22636776		Enhancer	
chr1	22641716	22643345	CTCF		CTCF
chr1	22673672	22674759		CTCF	CTCF
chr1	22677802	22678322	Enhancer		
chr1	22702570	22703383	Enhancer		
chr1	22703835	22705158			CTCF
chr1	22710353	22710978	Promoter	Promoter	
chr1	22711828	22712015	Promoter		
chr1	22735197	22735600		Enhancer	
chr1	22739604	22740121	Enhancer		
chr1	22745969	22746604	Enhancer	Enhancer	
chr1	22750199	22750815	Enhancer	Enhancer	
chr1	22831915	22832860			Enhancer
chr1	22861803	22862779	CTCF	CTCF	CTCF
chr1	22888950	22889919	CTCF		CTCF
chr1	22930079	22930968		CTCF	CTCF
chr1	22963721	22965494	CTCF		CTCF
chr1	22976083	22977204	Enhancer/CTCF		CTCF
chr1	23013477	23014174		Enhancer	
chr1	23015318	23015875		Enhancer	
chr1	23018912	23020514	Promoter	Promoter	
chr1	23098258	23099378	CTCF		CTCF
chr1	23103353	23103704		Enhancer	
chr1	23129623	23130333	Enhancer		
chr1	23168072	23169318	Enhancer		
chr1	23169379	23170362	Enhancer	Enhancer	
chr1	23177446	23178366	Promoter		
chr1	23184287	23185972		CTCF	CTCF
chr1	23188543	23189354			Enhancer
chr1	23196797	23197357	Enhancer		
chr1	23216239	23217302	Promoter/CTCF		CTCF
chr1	23224892	23225561	Enhancer		
chr1	23228421	23228863	Enhancer/CTCF		
chr1	23282761	23283434		Enhancer	
chr1	23343148	23343609			Promoter
chr1	23343749	23345040		Enhancer	Promoter
chr1	23367678	23369350	Promoter	Promoter	Promoter
chr1	23369422	23370192	Enhancer		
chr1	23377347	23377955			Enhancer
chr1	23402132	23403389	Enhancer	Enhancer	Enhancer
chr1	23403560	23404611			
chr1	23422335	23422732		Promoter	
chr1	23472832	23473784			Enhancer
chr1	23484069	23485030	Promoter	Promoter	
chr1	23496539	23497662			CTCF
chr1	23497724	23498439		Enhancer	
chr1	23522505	23523127		Enhancer	
chr1	23527377	23527768		Enhancer	
chr1	23527937	23528656		Enhancer	
chr1	23530047	23530429		Enhancer/Promoter	
chr1	23531091	23531646	Promoter	Enhancer	
chr1	23533069	23533956		Enhancer	
chr1	23537239	23537750		Enhancer	
chr1	23539542	23540489			
chr1	23544093	23545303			CTCF
chr1	23554357	23555734	Promoter	Promoter	
chr1	23558074	23558896	Promoter		
chr1	23559063	23560767	Enhancer	Enhancer	
chr1	23561867	23563013	Enhancer		
chr1	23567092	23567713		Enhancer	
chr1	23585458	23586140		Enhancer	
chr1	23592483	23594125			Enhancer
chr1	23634345	23635681			CTCF
chr1	23637161	23638663			CTCF
chr1	23657317	23658461	CTCF	CTCF	CTCF
chr1	23691275	23692472			
chr1	23718313	23719018			CTCF
chr1	23727295	23727698		Promoter	
chr1	23728222	23728516		Promoter	
chr1	23743219	23744020		Promoter	
chr1	23750904	23752143		CTCF	CTCF
chr1	23765014	23765440	CTCF		
chr1	23771586	23772783			CTCF
chr1	23777735	23778814	Enhancer	Enhancer	
chr1	23779714	23780404		Enhancer	
chr1	23790824	23791419		Promoter	
chr1	23799342	23801197	Promoter		Promoter
chr1	23801403	23801827		Promoter	
chr1	23807412	23807979		Enhancer	
chr1	23809442	23811387			
chr1	23824956	23825770	Promoter	Promoter	
chr1	23837926	23838997		Promoter	
chr1	23867846	23870214			
chr1	23894977	23895589		Enhancer	
chr1	23895657	23895994		Enhancer	
chr1	23896492	23896918		Enhancer	
chr1	23896991	23897555		Enhancer	
chr1	23907715	23908261		Enhancer	
chr1	23908632	23909726		Enhancer	
chr1	23910836	23911324		Enhancer	
chr1	23912013	23912091		Enhancer	
chr1	23916113	23917586			CTCF
chr1	23948944	23949657	CTCF	CTCF	
chr1	23955116	23955578		Promoter	
chr1	23958792	23960784		Promoter	Promoter
chr1	23979825	23981144	Promoter	Enhancer	Promoter
chr1	23984252	23985022	Enhancer		
chr1	24070400	24071676			CTCF
chr1	24108763	24109438			Enhancer
chr1	24112079	24113126			Enhancer/CTCF
chr1	24149753	24151161			
chr1	24189594	24189988		Enhancer	
chr1	24190040	24190747		Enhancer	
chr1	24191755	24192367		Enhancer	
chr1	24197897	24198294		Enhancer	
chr1	24198715	24199918	CTCF		CTCF
chr1	24201552	24202623	CTCF		
chr1	24283782	24284450			Enhancer
chr1	24285116	24285683			Enhancer
chr1	24293867	24295360			Enhancer
chr1	24319186	24320213			Enhancer
chr1	24365094	24365752		Enhancer	Enhancer
chr1	24379525	24380330			Enhancer
chr1	24384124	24385778	Enhancer	Promoter	CTCF
chr1	24389805	24390723			CTCF
chr1	24391012	24393024			
chr1	24413280	24414109	Promoter	Promoter	Promoter
chr1	24415105	24416254	Promoter	Promoter	
chr1	24416419	24417464			Enhancer
chr1	24454701	24455223		Enhancer	
chr1	24481076	24481557		Enhancer	
chr1	24501244	24501664		Promoter	
chr1	24502002	24503099		Enhancer	
chr1	24541801	24542500			CTCF
chr1	24586798	24588060	CTCF		
chr1	24618029	24618441	Enhancer/CTCF		
chr1	24641759	24642241		Enhancer	
chr1	24642384	24643930	Promoter	Enhancer	Promoter
chr1	24688088	24689227			CTCF
chr1	24693931	24694300		Enhancer	
chr1	24705205	24705692		Promoter	
chr1	24708835	24709417		Enhancer	
chr1	24719962	24720630	Enhancer		
chr1	24727443	24728063		Enhancer	
chr1	24732230	24732620		Enhancer	
chr1	24733216	24733761		Enhancer	
chr1	24744657	24745851	Promoter	Promoter	Promoter
chr1	24745965	24746534		Promoter	
chr1	24762165	24762844		Enhancer	
chr1	24765258	24765836	Enhancer		
chr1	24766280	24766709	Enhancer/CTCF		
chr1	24830417	24831367			CTCF
chr1	24834938	24835278		CTCF	
chr1	24847372	24848977			
chr1	24849692	24850109		Enhancer	
chr1	24870534	24870871		Enhancer	
chr1	24872485	24872955		Enhancer	
chr1	24897692	24898976	CTCF		CTCF
chr1	24909253	24910180	CTCF		CTCF
chr1	24927822	24928311		Enhancer	
chr1	24929440	24930991		Enhancer	
chr1	24931501	24933013	CTCF		CTCF
chr1	24954944	24955648		Enhancer	
chr1	24956942	24957471		Enhancer	
chr1	24964915	24965639		Enhancer	
chr1	24965986	24967158		Enhancer	
chr1	24970158	24970911			CTCF
chr1	24978674	24978973		Enhancer	
chr1	25006804	25007185		Enhancer	
chr1	25007343	25008377		Enhancer	
chr1	25011314	25011653		Enhancer	
chr1	25012229	25012588		Enhancer	
chr1	25020470	25020885		Enhancer	
chr1	25021939	25023397		Enhancer	
chr1	25028756	25029375		Enhancer	
chr1	25029985	25030446		Enhancer	
chr1	25030629	25031284		Enhancer	
chr1	25031586	25031970		Enhancer	
chr1	25032140	25032645		Enhancer	
chr1	25033449	25035254		Promoter	
chr1	25036732	25038551			CTCF
chr1	25080471	25081005		Enhancer	
chr1	25101089	25102217			CTCF
chr1	25104153	25104606		Enhancer	
chr1	25109471	25110965		Enhancer	
chr1	25112418	25112780		Enhancer	
chr1	25113009	25113456		Enhancer	
chr1	25120287	25120685		Enhancer	
chr1	25131867	25131927		Enhancer	
chr1	25139968	25141248		Enhancer	
chr1	25148408	25149246			CTCF
chr1	25194343	25195096			Enhancer
chr1	25204644	25205930			
chr1	25231920	25233564		Enhancer	
chr1	25239471	25240472	Enhancer/CTCF		Promoter/CTCF
chr1	25246624	25248116	Promoter	Promoter	Promoter
chr1	25259708	25260359	Enhancer	Enhancer	
chr1	25267300	25268217	Promoter	Promoter	
chr1	25289799	25290667	CTCF	CTCF	CTCF
chr1	25324844	25325273		Enhancer	
chr1	25329866	25330537	Enhancer		
chr1	25336832	25339270	Promoter	Promoter	Promoter/CTCF
chr1	25366185	25366609		Enhancer	
chr1	25402389	25403629	CTCF	CTCF	CTCF
chr1	25429924	25431340	Promoter	Promoter	Promoter
chr1	25458555	25458938		Enhancer	
chr1	25487336	25488357		CTCF	
chr1	25503579	25504327			CTCF
chr1	25520063	25521508			
chr1	25543335	25543962	Promoter	Promoter	
chr1	25549569	25550553		Enhancer	
chr1	25550622	25551148	Enhancer		
chr1	25556630	25557158		Enhancer	Enhancer
chr1	25562498	25562915			Enhancer
chr1	25572317	25573503	CTCF		CTCF
chr1	25616030	25617031	Promoter	Enhancer/CTCF	
chr1	25617640	25618087		Enhancer/Promoter	
chr1	25618829	25619671			CTCF
chr1	25796427	25797707			CTCF
chr1	25797727	25798533			CTCF
chr1	25810176	25811801	CTCF		CTCF
chr1	25817890	25818685			CTCF
chr1	25819294	25820549	Promoter	Promoter	Promoter
chr1	25820567	25821071		Enhancer	
chr1	25858551	25858874		Enhancer/Promoter	
chr1	25859205	25860470		Enhancer	
chr1	25875339	25876026	Promoter	Promoter	
chr1	25894996	25896188	CTCF		CTCF
chr1	25904901	25906772	Promoter		
chr1	25922862	25923744		Enhancer	
chr1	25931515	25931917		Enhancer	
chr1	25996945	25998813			
chr1	26015299	26015824		Enhancer	
chr1	26035059	26036909			Promoter/CTCF
chr1	26102490	26102931	Enhancer		
chr1	26104633	26105590			CTCF
chr1	26110703	26112493	Promoter	Enhancer	
chr1	26122151	26122674		Enhancer	
chr1	26123177	26123600		Enhancer	
chr1	26126526	26127004		Enhancer	
chr1	26127242	26127654		Promoter	
chr1	26144804	26145910	CTCF		
chr1	26152486	26153008		Enhancer	
chr1	26156674	26157072	Enhancer		
chr1	26161605	26162267		Enhancer/Promoter	
chr1	26163817	26165076		CTCF	CTCF
chr1	26168902	26170431			Promoter/CTCF
chr1	26225144	26225681		Enhancer/Promoter	
chr1	26233408	26235274			
