chr	start	end	id	RE_rule	Active_rule
chr9	70901648	70903233	chr9:70901648_70903233	Enhancer	Active
chrX	45756489	45757744	chrX:45756489_45757744	Enhancer	Active
chr21	36052746	36053747	chr21:36052746_36053747	Enhancer	Active
chr3	184651780	184652953	chr3:184651780_184652953	Enhancer	Active
chr14	54737119	54738490	chr14:54737119_54738490	Enhancer	Inactive
chr11	44574528	44575731	chr11:44574528_44575731	Enhancer	Active
chr11	7545787	7547083	chr11:7545787_7547083	Enhancer	Active
chr19	15297549	15298325	chr19:15297549_15298325	Enhancer	Active
chr4	14770964	14772252	chr4:14770964_14772252	Enhancer	Active
chr7	128163845	128165080	chr7:128163845_128165080	Enhancer	Active
chr19	43021566	43022686	chr19:43021566_43022686	Enhancer	Active
chr7	88983	89699	chr7:88983_89699	Enhancer/Promoter	Inactive
chr3	20056721	20057786	chr3:20056721_20057786	Enhancer	Active
chr2	224101738	224102787	chr2:224101738_224102787	Enhancer	Active
chr20	57692869	57694078	chr20:57692869_57694078	CTCF	Inactive
chr11	35567662	35568527	chr11:35567662_35568527	Enhancer	Active
chr2	216713480	216714884	chr2:216713480_216714884	Enhancer	Active
chr4	1323470	1325135	chr4:1323470_1325135	Enhancer	Active
chr14	101731076	101732510	chr14:101731076_101732510	Enhancer	Active
chr18	77114198	77115490	chr18:77114198_77115490	Enhancer	Active
chr17	38879752	38880974	chr17:38879752_38880974	Enhancer	Inactive
chr11	12967857	12969315	chr11:12967857_12969315	Enhancer	Inactive
chr10	122363319	122364549	chr10:122363319_122364549	Enhancer	Inactive
chr4	53558480	53559643	chr4:53558480_53559643	Enhancer	Inactive
chr14	64605799	64606683	chr14:64605799_64606683	Enhancer	Active
chr16	14378005	14379266	chr16:14378005_14379266	Enhancer	Active
chr10	95275540	95277173	chr10:95275540_95277173	Enhancer	Active
chr4	76703956	76704960	chr4:76703956_76704960	Enhancer	Active
chr17	74568945	74569992	chr17:74568945_74569992	Enhancer	Active
chr15	78988201	78989074	chr15:78988201_78989074	Enhancer	Active
chr9	37966916	37967856	chr9:37966916_37967856	Enhancer	Active
chr15	58179163	58180640	chr15:58179163_58180640	Enhancer	Active
chr11	120121262	120122590	chr11:120121262_120122590	Enhancer	Active
chr3	45817635	45818749	chr3:45817635_45818749	Enhancer	Active
chr6	151916470	151918255	chr6:151916470_151918255	Enhancer	Active
chr6	7640715	7641517	chr6:7640715_7641517	Enhancer	Inactive
chrX	15947033	15948698	chrX:15947033_15948698	Enhancer	Inactive
chr12	130097249	130098462	chr12:130097249_130098462	Enhancer	Active
chr2	10493206	10494257	chr2:10493206_10494257	Enhancer	Active
chr5	150318582	150319145	chr5:150318582_150319145	Enhancer	Active
chr6	37055569	37057250	chr6:37055569_37057250	Enhancer	Active
chr2	101120504	101121494	chr2:101120504_101121494	Enhancer	Inactive
chr7	104973176	104974232	chr7:104973176_104974232	Enhancer	Active
chr1	110235645	110236825	chr1:110235645_110236825	Enhancer	Active
chr9	4137048	4138303	chr9:4137048_4138303	Enhancer	Active
chr2	127401056	127402333	chr2:127401056_127402333	Enhancer	Active
chr9	7432943	7434517	chr9:7432943_7434517	Enhancer	Inactive
chr15	39191714	39192790	chr15:39191714_39192790	Enhancer	Active
chr1	17214667	17215863	chr1:17214667_17215863	Enhancer	Inactive
chr1	94862609	94863604	chr1:94862609_94863604	Enhancer	Active
chr16	82631895	82632746	chr16:82631895_82632746	CTCF	Active
chr22	37749200	37750420	chr22:37749200_37750420	Enhancer	Active
chr15	100704434	100705266	chr15:100704434_100705266	Enhancer	Inactive
chr7	55140278	55141195	chr7:55140278_55141195	Enhancer	Active
chr15	60379129	60380583	chr15:60379129_60380583	Enhancer	Active
chr5	177301394	177302272	chr5:177301394_177302272	Enhancer	Active
chr14	95490552	95491561	chr14:95490552_95491561	Enhancer/CTCF	Inactive
chr13	34043756	34045218	chr13:34043756_34045218	Enhancer	Active
chr22	19805931	19807069	chr22:19805931_19807069	Enhancer	Active
chr1	114113911	114114872	chr1:114113911_114114872	Enhancer	Active
chr12	124620605	124622048	chr12:124620605_124622048	Enhancer	Active
chr10	97888611	97890314	chr10:97888611_97890314	Enhancer	Active
chr12	124632581	124634106	chr12:124632581_124634106	Enhancer	Inactive
chr10	124647439	124648246	chr10:124647439_124648246	Enhancer/CTCF	Inactive
chr9	124817969	124819365	chr9:124817969_124819365	Enhancer	Active
chr18	3345908	3346857	chr18:3345908_3346857	Enhancer	Inactive
chr9	131422369	131423648	chr9:131422369_131423648	Enhancer	Active
chr21	42002398	42003571	chr21:42002398_42003571	Enhancer	Active
chr3	197494335	197495330	chr3:197494335_197495330	Enhancer	Active
chr21	42040082	42041041	chr21:42040082_42041041	Enhancer	Active
chr6	160041138	160042114	chr6:160041138_160042114	Enhancer/CTCF	Inactive
chr22	46454430	46455352	chr22:46454430_46455352	Enhancer	Active
chr8	22747771	22748880	chr8:22747771_22748880	Enhancer	Inactive
chr1	116508756	116509871	chr1:116508756_116509871	Enhancer	Active
chr5	169349982	169351283	chr5:169349982_169351283	Enhancer	Active
chr4	147830746	147832361	chr4:147830746_147832361	Enhancer	Active
chr5	37771282	37772289	chr5:37771282_37772289	Enhancer	Inactive
chr20	22382550	22383606	chr20:22382550_22383606	Enhancer	Active
chr8	133356062	133357372	chr8:133356062_133357372	Enhancer	Active
chr21	34035563	34036450	chr21:34035563_34036450	Enhancer	Inactive
chr1	151574550	151575346	chr1:151574550_151575346	Enhancer	Active
chr15	67070091	67071351	chr15:67070091_67071351	Enhancer	Inactive
chr1	234801022	234801671	chr1:234801022_234801671	Enhancer	Inactive
chr14	71142106	71144044	chr14:71142106_71144044	Enhancer	Active
chr7	117950574	117951734	chr7:117950574_117951734	Enhancer	Inactive
chr6	42403226	42404958	chr6:42403226_42404958	Enhancer	Active
chr20	56689127	56690408	chr20:56689127_56690408	Enhancer	Active
chr2	64272910	64274318	chr2:64272910_64274318	Enhancer	Active
chr1	8873035	8874608	chr1:8873035_8874608	Enhancer	Active
chr6	2531367	2532323	chr6:2531367_2532323	Enhancer	Inactive
chr20	58102151	58103700	chr20:58102151_58103700	Enhancer	Active
chr14	93959191	93960570	chr14:93959191_93960570	Enhancer	Active
chr15	36590707	36592150	chr15:36590707_36592150	Enhancer	Active
chr10	121307491	121308507	chr10:121307491_121308507	Enhancer	Active
chr2	53129826	53130905	chr2:53129826_53130905	Enhancer	Inactive
chr5	14268092	14268847	chr5:14268092_14268847	Enhancer	Inactive
chr9	114272942	114274040	chr9:114272942_114274040	Enhancer	Inactive
chr16	21780410	21781161	chr16:21780410_21781161	Enhancer	Inactive
chr12	6092996	6094209	chr12:6092996_6094209	Enhancer	Active
chr7	69739134	69740405	chr7:69739134_69740405	Enhancer	Active
chr7	129453842	129454654	chr7:129453842_129454654	Enhancer	Active
chr6	52503323	52504924	chr6:52503323_52504924	Enhancer	Active
chr16	57028068	57028999	chr16:57028068_57028999	Enhancer	Inactive
chr15	58505536	58506551	chr15:58505536_58506551	Enhancer	Inactive
chr11	11229576	11230557	chr11:11229576_11230557	Enhancer	Inactive
chr14	102527308	102528181	chr14:102527308_102528181	Enhancer	Active
chr1	226696597	226697500	chr1:226696597_226697500	Enhancer	Inactive
chr5	135693198	135694353	chr5:135693198_135694353	Enhancer	Active
chr1	16770208	16770801	chr1:16770208_16770801	Enhancer	Inactive
chr15	89845179	89845970	chr15:89845179_89845970	Enhancer	Inactive
chr11	121892088	121893313	chr11:121892088_121893313	Enhancer	Inactive
chr18	8799981	8801067	chr18:8799981_8801067	Enhancer	Active
chr14	51498306	51499326	chr14:51498306_51499326	Enhancer	Active
chr6	41712800	41713893	chr6:41712800_41713893	Enhancer	Inactive
chr15	42679176	42680546	chr15:42679176_42680546	Enhancer	Active
chr18	48329970	48330929	chr18:48329970_48330929	Enhancer	Active
chr3	45508907	45509836	chr3:45508907_45509836	Enhancer	Active
chr5	142644079	142645609	chr5:142644079_142645609	Enhancer	Active
chr10	73906503	73907360	chr10:73906503_73907360	Enhancer	Active
chr15	41917599	41918358	chr15:41917599_41918358	Enhancer	Inactive
chr22	37999272	38000382	chr22:37999272_38000382	Enhancer	Inactive
chr10	71920080	71921399	chr10:71920080_71921399	Enhancer	Active
chr6	3207783	3208890	chr6:3207783_3208890	Enhancer	Active
chr8	140717903	140719058	chr8:140717903_140719058	Enhancer	Active
chr9	129749798	129750716	chr9:129749798_129750716	Enhancer	Inactive
chr15	73628759	73630744	chr15:73628759_73630744	Enhancer	Active
chr10	33237879	33238455	chr10:33237879_33238455	Enhancer	Inactive
chr8	22146524	22147369	chr8:22146524_22147369	Enhancer/CTCF	Inactive
chr20	38049653	38050359	chr20:38049653_38050359	Enhancer	Inactive
chr2	64354768	64355559	chr2:64354768_64355559	Enhancer	Active
chr14	74978655	74979935	chr14:74978655_74979935	Enhancer	Inactive
chr11	72140816	72141742	chr11:72140816_72141742	Enhancer	Active
chr8	22101333	22102428	chr8:22101333_22102428	Enhancer	Active
chr4	128315716	128316653	chr4:128315716_128316653	Enhancer	Inactive
chr8	11479598	11480579	chr8:11479598_11480579	Enhancer	Active
chr5	132458236	132459044	chr5:132458236_132459044	Enhancer	Active
chr11	66338922	66339560	chr11:66338922_66339560	Enhancer	Inactive
chr11	11450705	11451835	chr11:11450705_11451835	Enhancer	Inactive
chr2	28436492	28437943	chr2:28436492_28437943	Enhancer	Active
chr18	63409100	63409937	chr18:63409100_63409937	Enhancer	Active
chr2	230666485	230667880	chr2:230666485_230667880	Enhancer	Active
chr4	83618369	83619437	chr4:83618369_83619437	Enhancer	Inactive
chr10	77872947	77874530	chr10:77872947_77874530	Enhancer	Active
chr8	19002172	19003151	chr8:19002172_19003151	Enhancer	Inactive
chr3	31879961	31881227	chr3:31879961_31881227	Enhancer	Active
chr15	70504143	70505027	chr15:70504143_70505027	Enhancer/Promoter	Inactive
chr4	10095998	10097097	chr4:10095998_10097097	Enhancer	Active
chr11	43920469	43921239	chr11:43920469_43921239	Enhancer	Active
chr9	33446868	33448673	chr9:33446868_33448673	Enhancer	Inactive
chr13	19605358	19606664	chr13:19605358_19606664	Enhancer	Active
chr3	57971729	57973265	chr3:57971729_57973265	Enhancer	Active
chr12	108773374	108774154	chr12:108773374_108774154	Enhancer	Inactive
chr20	40564940	40565667	chr20:40564940_40565667	Enhancer	Inactive
chr17	45318789	45319855	chr17:45318789_45319855	Enhancer	Active
chr4	74111795	74112896	chr4:74111795_74112896	Enhancer	Active
chr14	73802323	73803319	chr14:73802323_73803319	Enhancer	Active
chr2	119252721	119253407	chr2:119252721_119253407	Enhancer	Active
chr9	6103868	6104968	chr9:6103868_6104968	Enhancer	Active
chr2	128808869	128810202	chr2:128808869_128810202	Enhancer	Active
chr4	121689932	121691324	chr4:121689932_121691324	Enhancer	Active
chr22	29343465	29344627	chr22:29343465_29344627	Enhancer	Inactive
chr7	149559680	149560846	chr7:149559680_149560846	Enhancer	Active
chr9	126661406	126663077	chr9:126661406_126663077	Enhancer	Active
chr20	62349869	62351186	chr20:62349869_62351186	Enhancer	Active
chr12	65670438	65671443	chr12:65670438_65671443	Enhancer	Active
chr13	113896949	113897850	chr13:113896949_113897850	Enhancer	Active
chr17	81049846	81050925	chr17:81049846_81050925	Enhancer	Active
chr9	105280561	105281732	chr9:105280561_105281732	Enhancer	Active
chr1	39178460	39179500	chr1:39178460_39179500	Enhancer	Active
chr12	12442076	12442957	chr12:12442076_12442957	Enhancer	Active
chr15	71043208	71044666	chr15:71043208_71044666	Enhancer	Active
chr15	80436403	80437090	chr15:80436403_80437090	Enhancer	Inactive
chr13	113305013	113305827	chr13:113305013_113305827	Enhancer/CTCF	Inactive
chr5	134503124	134504254	chr5:134503124_134504254	Enhancer	Active
chr5	142981960	142982984	chr5:142981960_142982984	Enhancer	Active
chr5	119360793	119361869	chr5:119360793_119361869	Enhancer	Inactive
chr7	107505947	107507153	chr7:107505947_107507153	Enhancer	Active
chr2	117980409	117981712	chr2:117980409_117981712	Enhancer	Active
chr2	54983529	54985093	chr2:54983529_54985093	Enhancer	Inactive
chr16	35305030	35305968	chr16:35305030_35305968	Enhancer	Inactive
chr17	81043707	81045170	chr17:81043707_81045170	Enhancer	Inactive
chr10	97574478	97575270	chr10:97574478_97575270	Enhancer	Inactive
chr9	137083270	137084250	chr9:137083270_137084250	Enhancer	Active
chr9	115690922	115692096	chr9:115690922_115692096	Enhancer	Active
chr11	69352353	69353251	chr11:69352353_69353251	Enhancer	Inactive
chr15	41793993	41794931	chr15:41793993_41794931	Enhancer	Active
chr12	75850536	75851368	chr12:75850536_75851368	Enhancer	Active
chr3	45199627	45200690	chr3:45199627_45200690	Enhancer	Active
chr15	39114610	39116125	chr15:39114610_39116125	Enhancer	Inactive
chr3	186320394	186321637	chr3:186320394_186321637	Enhancer	Active
chr13	43057769	43058784	chr13:43057769_43058784	Enhancer	Active
chr17	50487164	50488235	chr17:50487164_50488235	Enhancer	Active
chr10	71246698	71247627	chr10:71246698_71247627	Enhancer	Active
chr17	50177888	50179145	chr17:50177888_50179145	CTCF	Active
chr10	71766488	71767590	chr10:71766488_71767590	Enhancer	Active
chr1	94622608	94623255	chr1:94622608_94623255	Enhancer	Active
chr14	103512640	103513694	chr14:103512640_103513694	Enhancer	Inactive
chr8	125273123	125274325	chr8:125273123_125274325	Enhancer	Active
chr3	64290871	64291788	chr3:64290871_64291788	Enhancer	Active
chr20	57697973	57699518	chr20:57697973_57699518	Enhancer	Active
chr18	46152386	46153420	chr18:46152386_46153420	Enhancer	Inactive
chr3	58161306	58162274	chr3:58161306_58162274	Enhancer	Inactive
chr3	53238014	53239207	chr3:53238014_53239207	Enhancer	Inactive
chr14	74583960	74584518	chr14:74583960_74584518	Enhancer	Inactive
chr4	11497154	11498381	chr4:11497154_11498381	CTCF	Active
chr8	10690671	10691768	chr8:10690671_10691768	Enhancer	Active
chr19	18763848	18764846	chr19:18763848_18764846	Enhancer	Inactive
chr10	3226865	3228210	chr10:3226865_3228210	Enhancer	Active
chr2	85503982	85505532	chr2:85503982_85505532	Enhancer	Active
chr5	82413188	82414231	chr5:82413188_82414231	Enhancer	Inactive
chr5	133245373	133246223	chr5:133245373_133246223	Enhancer	Inactive
chr6	158040203	158040848	chr6:158040203_158040848	Enhancer	Inactive
chr14	96268687	96269672	chr14:96268687_96269672	Enhancer	Active
chr14	51442719	51443631	chr14:51442719_51443631	Enhancer	Active
chr13	98889766	98890901	chr13:98889766_98890901	Enhancer	Active
chr1	115300198	115300950	chr1:115300198_115300950	Enhancer	Active
chr11	94851699	94852691	chr11:94851699_94852691	Enhancer	Inactive
chr5	69502492	69503520	chr5:69502492_69503520	Enhancer	Active
chr4	25173211	25174152	chr4:25173211_25174152	Enhancer	Inactive
chr13	50588980	50590056	chr13:50588980_50590056	Enhancer	Inactive
chr15	73575493	73576452	chr15:73575493_73576452	Enhancer	Active
chr10	70191740	70193004	chr10:70191740_70193004	Enhancer	Active
chr9	27385367	27386268	chr9:27385367_27386268	Enhancer	Inactive
chr7	75727895	75729667	chr7:75727895_75729667	Enhancer	Active
chr6	33613336	33614329	chr6:33613336_33614329	Enhancer	Inactive
chr10	120508312	120509451	chr10:120508312_120509451	Enhancer	Active
chr8	130727236	130728490	chr8:130727236_130728490	Enhancer	Active
chr10	103491735	103492697	chr10:103491735_103492697	Enhancer	Inactive
chr11	7600162	7601126	chr11:7600162_7601126	Enhancer	Active
chr1	234185895	234186723	chr1:234185895_234186723	Enhancer	Active
chr15	81312857	81314044	chr15:81312857_81314044	Enhancer	Active
chr8	8519707	8520594	chr8:8519707_8520594	Enhancer	Inactive
chr10	22682322	22683445	chr10:22682322_22683445	Enhancer	Active
chr8	29562664	29563370	chr8:29562664_29563370	Enhancer	Active
chr15	71136292	71137222	chr15:71136292_71137222	Enhancer	Inactive
chr15	39127865	39128782	chr15:39127865_39128782	Enhancer	Active
chr16	75482877	75483729	chr16:75482877_75483729	Enhancer	Active
chr19	15282272	15282831	chr19:15282272_15282831	Enhancer	Inactive
chr2	65024021	65024927	chr2:65024021_65024927	Enhancer	Active
chr9	133134971	133135890	chr9:133134971_133135890	Enhancer	Active
chr5	54643528	54644724	chr5:54643528_54644724	Enhancer	Active
chr13	43002657	43003472	chr13:43002657_43003472	Enhancer	Active
chr13	44159265	44160299	chr13:44159265_44160299	Enhancer	Active
chr12	18998460	18999440	chr12:18998460_18999440	Enhancer	Active
chr7	157292307	157293890	chr7:157292307_157293890	Enhancer	Active
chr6	45586720	45587911	chr6:45586720_45587911	Enhancer	Active
chr9	35517910	35518719	chr9:35517910_35518719	Enhancer	Active
chr12	93785132	93786151	chr12:93785132_93786151	Enhancer	Active
chr10	46385678	46386474	chr10:46385678_46386474	Enhancer	Active
chr12	65536505	65537691	chr12:65536505_65537691	Enhancer	Active
chr12	47900379	47901313	chr12:47900379_47901313	Enhancer/CTCF	Inactive
chr14	74647560	74648488	chr14:74647560_74648488	Enhancer	Inactive
chr8	42289634	42290863	chr8:42289634_42290863	Enhancer	Active
chr17	39929133	39930193	chr17:39929133_39930193	Enhancer	Active
chr8	38148467	38149418	chr8:38148467_38149418	Enhancer	Active
chr2	65377556	65378297	chr2:65377556_65378297	Enhancer	Inactive
chr14	68784443	68785673	chr14:68784443_68785673	Enhancer	Active
chr6	85458672	85459965	chr6:85458672_85459965	Enhancer	Inactive
chr5	148978431	148979641	chr5:148978431_148979641	Enhancer	Active
chr5	1936307	1937409	chr5:1936307_1937409	Enhancer	Active
chr1	201318671	201319932	chr1:201318671_201319932	Enhancer	Active
chr4	145278930	145280105	chr4:145278930_145280105	Enhancer	Active
chr4	8188550	8189577	chr4:8188550_8189577	Enhancer	Active
chr1	209542341	209543138	chr1:209542341_209543138	Enhancer	Inactive
chr2	29066858	29067620	chr2:29066858_29067620	Enhancer	Inactive
chr16	22513622	22514485	chr16:22513622_22514485	Enhancer	Active
chr8	129886528	129887505	chr8:129886528_129887505	Enhancer	Active
chr9	38008091	38008866	chr9:38008091_38008866	Enhancer	Inactive
chr19	35122943	35123972	chr19:35122943_35123972	Enhancer	Active
chr2	215105509	215106813	chr2:215105509_215106813	Enhancer	Active
chr14	98903344	98904299	chr14:98903344_98904299	Enhancer	Inactive
chr17	41403798	41404683	chr17:41403798_41404683	Enhancer	Inactive
chr2	238947823	238949191	chr2:238947823_238949191	Enhancer	Active
chr10	71974348	71975194	chr10:71974348_71975194	Enhancer	Inactive
chr2	64210710	64211683	chr2:64210710_64211683	Enhancer	Active
chr20	43939162	43940122	chr20:43939162_43940122	Enhancer	Inactive
chr7	100802957	100803957	chr7:100802957_100803957	Enhancer	Inactive
chr7	32476603	32477988	chr7:32476603_32477988	Enhancer	Active
chr6	106370348	106371364	chr6:106370348_106371364	Enhancer	Active
chr1	223230066	223231038	chr1:223230066_223231038	Enhancer	Active
chr4	73704216	73705430	chr4:73704216_73705430	Enhancer	Active
